Filename                                                                                                       Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
home/jon/llvm-project/clang/lib/Basic/Targets/XCore.cpp                                                              2                 2     0.00%           2                 2     0.00%           8                 8     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/Basic/Targets/XCore.h                                                               13                13     0.00%           9                 9     0.00%          36                36     0.00%           2                 2     0.00%
home/jon/llvm-project/clang/lib/Basic/TokenKinds.cpp                                                              2730              2730     0.00%           6                 6     0.00%          48                48     0.00%         982               982     0.00%
home/jon/llvm-project/clang/lib/Basic/TypeTraits.cpp                                                                18                18     0.00%           7                 7     0.00%          32                32     0.00%           2                 2     0.00%
home/jon/llvm-project/clang/lib/Basic/Version.cpp                                                                   35                35     0.00%           9                 9     0.00%          70                70     0.00%          20                20     0.00%
home/jon/llvm-project/clang/lib/Basic/Warnings.cpp                                                                 122               122     0.00%           2                 2     0.00%         135               135     0.00%          94                94     0.00%
home/jon/llvm-project/clang/lib/Basic/XRayInstr.cpp                                                                 22                22     0.00%           2                 2     0.00%          35                35     0.00%          16                16     0.00%
home/jon/llvm-project/clang/lib/Basic/XRayLists.cpp                                                                 37                37     0.00%           5                 5     0.00%          40                40     0.00%          22                22     0.00%
home/jon/llvm-project/clang/lib/CodeGen/ABIInfo.cpp                                                                128               128     0.00%          26                26     0.00%         186               186     0.00%          82                82     0.00%
home/jon/llvm-project/clang/lib/CodeGen/ABIInfo.h                                                                    9                 9     0.00%           5                 5     0.00%           5                 5     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/CodeGen/ABIInfoImpl.cpp                                                            222               222     0.00%          23                23     0.00%         293               293     0.00%         162               162     0.00%
home/jon/llvm-project/clang/lib/CodeGen/ABIInfoImpl.h                                                                2                 2     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/CodeGen/Address.h                                                                  100               100     0.00%          43                43     0.00%         136               136     0.00%          16                16     0.00%
home/jon/llvm-project/clang/lib/CodeGen/BackendUtil.cpp                                                            488               488     0.00%          57                57     0.00%        1149              1149     0.00%         414               414     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGAtomic.cpp                                                               824               824     0.00%          59                59     0.00%        1502              1502     0.00%         956               956     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGBlocks.cpp                                                               888               888     0.00%          90                90     0.00%        1804              1804     0.00%         658               658     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGBlocks.h                                                                  54                54     0.00%          38                38     0.00%         109               109     0.00%           6                 6     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGBuilder.h                                                                 74                74     0.00%          46                46     0.00%         239               239     0.00%           8                 8     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGBuiltin.cpp                                                            45820             45820     0.00%         222               222     0.00%       17514             17514     0.00%       44262             44262     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGCUDANV.cpp                                                               340               340     0.00%          31                31     0.00%         820               820     0.00%         264               264     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGCUDARuntime.cpp                                                            2                 2     0.00%           2                 2     0.00%          15                15     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/CodeGen/CGCUDARuntime.h                                                             15                15     0.00%           8                 8     0.00%           9                 9     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/CodeGen/CGCXX.cpp                                                                  107               107     0.00%           6                 6     0.00%         152               152     0.00%          74                74     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGCXXABI.cpp                                                                98                98     0.00%          38                38     0.00%         213               213     0.00%          46                46     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGCXXABI.h                                                                  45                45     0.00%          31                31     0.00%          67                67     0.00%           8                 8     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGCall.cpp                                                                2624              2624     0.00%         178               178     0.00%        4098              4098     0.00%        2164              2164     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGCall.h                                                                   106               106     0.00%          60                60     0.00%         176               176     0.00%           8                 8     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGClass.cpp                                                               1118              1118     0.00%         116               116     0.00%        1891              1891     0.00%         774               774     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGCleanup.cpp                                                              543               543     0.00%          44                44     0.00%         810               810     0.00%         386               386     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGCleanup.h                                                                168               168     0.00%          96                96     0.00%         303               303     0.00%          54                54     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGCoroutine.cpp                                                            228               228     0.00%          33                33     0.00%         587               587     0.00%         176               176     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGDebugInfo.cpp                                                           4688              4688     0.00%         210               210     0.00%        4382              4382     0.00%        2978              2978     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGDebugInfo.h                                                               29                29     0.00%          18                18     0.00%          48                48     0.00%           6                 6     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGDecl.cpp                                                                1246              1246     0.00%          89                89     0.00%        1841              1841     0.00%        1076              1076     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGDeclCXX.cpp                                                              378               378     0.00%          26                26     0.00%         712               712     0.00%         314               314     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGException.cpp                                                            836               836     0.00%          75                75     0.00%        1405              1405     0.00%         626               626     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGExpr.cpp                                                                2503              2503     0.00%         188               188     0.00%        4297              4297     0.00%        2120              2120     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGExprAgg.cpp                                                              890               890     0.00%          86                86     0.00%        1468              1468     0.00%         828               828     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGExprCXX.cpp                                                              785               785     0.00%          48                48     0.00%        1485              1485     0.00%         618               618     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGExprComplex.cpp                                                          498               498     0.00%          96                96     0.00%        1042              1042     0.00%         396               396     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGExprConstant.cpp                                                        1016              1016     0.00%         120               120     0.00%        1512              1512     0.00%         738               738     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGExprScalar.cpp                                                          2399              2399     0.00%         192               192     0.00%        3891              3891     0.00%        1948              1948     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGGPUBuiltin.cpp                                                            45                45     0.00%           9                 9     0.00%         128               128     0.00%          20                20     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGHLSLRuntime.cpp                                                          164               164     0.00%          20                20     0.00%         308               308     0.00%         126               126     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGHLSLRuntime.h                                                              8                 8     0.00%           3                 3     0.00%          14                14     0.00%           6                 6     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGLoopInfo.cpp                                                             367               367     0.00%          16                16     0.00%         644               644     0.00%         382               382     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGLoopInfo.h                                                                31                31     0.00%          25                25     0.00%          43                43     0.00%           4                 4     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGNonTrivialStruct.cpp                                                     244               244     0.00%          89                89     0.00%         623               623     0.00%         114               114     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGObjC.cpp                                                                1102              1102     0.00%         176               176     0.00%        2503              2503     0.00%         828               828     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGObjCGNU.cpp                                                              948               948     0.00%         133               133     0.00%        2815              2815     0.00%         696               696     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGObjCMac.cpp                                                             1895              1895     0.00%         261               261     0.00%        4232              4232     0.00%        1354              1354     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGObjCRuntime.cpp                                                          121               121     0.00%          17                17     0.00%         259               259     0.00%          94                94     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGObjCRuntime.h                                                              9                 9     0.00%           5                 5     0.00%           9                 9     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/CodeGen/CGOpenCLRuntime.cpp                                                         49                49     0.00%          14                14     0.00%          97                97     0.00%          22                22     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGOpenCLRuntime.h                                                            5                 5     0.00%           1                 1     0.00%           2                 2     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/CodeGen/CGOpenMPRuntime.cpp                                                       4029              4029     0.00%         425               425     0.00%        9741              9741     0.00%        3404              3404     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGOpenMPRuntime.h                                                           66                66     0.00%          37                37     0.00%          69                69     0.00%           8                 8     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGOpenMPRuntimeGPU.cpp                                                     971               971     0.00%         100               100     0.00%        2608              2608     0.00%        1004              1004     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGOpenMPRuntimeGPU.h                                                         2                 2     0.00%           2                 2     0.00%           2                 2     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/CodeGen/CGRecordLayout.h                                                            26                26     0.00%          12                12     0.00%          43                43     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/CodeGen/CGRecordLayoutBuilder.cpp                                                  470               470     0.00%          42                42     0.00%         684               684     0.00%         326               326     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGStmt.cpp                                                                1783              1783     0.00%          55                55     0.00%        2162              2162     0.00%        1426              1426     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGStmtOpenMP.cpp                                                          2683              2683     0.00%         412               412     0.00%        8053              8053     0.00%        2212              2212     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGVTT.cpp                                                                   39                39     0.00%           5                 5     0.00%         115               115     0.00%          20                20     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGVTables.cpp                                                              523               523     0.00%          42                42     0.00%         864               864     0.00%         430               430     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CGVTables.h                                                                  3                 3     0.00%           3                 3     0.00%           9                 9     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/CodeGen/CGValue.h                                                                  160               160     0.00%         110               110     0.00%         334               334     0.00%          14                14     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CodeGenAction.cpp                                                          527               527     0.00%          76                76     0.00%         817               817     0.00%         398               398     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CodeGenFunction.cpp                                                       2092              2092     0.00%          92                92     0.00%        1996              1996     0.00%        1692              1692     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CodeGenFunction.h                                                          607               607     0.00%         243               243     0.00%         944               944     0.00%         196               196     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CodeGenModule.cpp                                                         3763              3763     0.00%         241               241     0.00%        5366              5366     0.00%        3282              3282     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CodeGenModule.h                                                            149               149     0.00%          80                80     0.00%         226               226     0.00%          60                60     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CodeGenPGO.cpp                                                             574               574     0.00%          76                76     0.00%         937               937     0.00%         444               444     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CodeGenPGO.h                                                                30                30     0.00%           7                 7     0.00%          27                27     0.00%          12                12     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CodeGenTBAA.cpp                                                            284               284     0.00%          21                21     0.00%         344               344     0.00%         214               214     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CodeGenTBAA.h                                                               31                31     0.00%          15                15     0.00%          64                64     0.00%          10                10     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CodeGenTypeCache.h                                                           8                 8     0.00%           8                 8     0.00%          20                20     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/CodeGen/CodeGenTypes.cpp                                                          2337              2337     0.00%          21                21     0.00%         598               598     0.00%        1280              1280     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CodeGenTypes.h                                                               8                 8     0.00%           8                 8     0.00%          10                10     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/CodeGen/ConstantEmitter.h                                                           17                17     0.00%          10                10     0.00%          28                28     0.00%           2                 2     0.00%
home/jon/llvm-project/clang/lib/CodeGen/ConstantInitBuilder.cpp                                                     81                81     0.00%          19                19     0.00%         197               197     0.00%          38                38     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CoverageMappingGen.cpp                                                     898               898     0.00%         128               128     0.00%        1506              1506     0.00%         612               612     0.00%
home/jon/llvm-project/clang/lib/CodeGen/CoverageMappingGen.h                                                        25                25     0.00%          10                10     0.00%          15                15     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/CodeGen/EHScopeStack.h                                                              56                56     0.00%          44                44     0.00%          91                91     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/CodeGen/ItaniumCXXABI.cpp                                                         3647              3647     0.00%         152               152     0.00%        2678              2678     0.00%        2170              2170     0.00%
home/jon/llvm-project/clang/lib/CodeGen/LinkInModulesPass.cpp                                                        9                 9     0.00%           2                 2     0.00%           8                 8     0.00%           4                 4     0.00%
home/jon/llvm-project/clang/lib/CodeGen/LinkInModulesPass.h                                                          1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/CodeGen/MacroPPCallbacks.cpp                                                        72                72     0.00%          11                11     0.00%         127               127     0.00%          66                66     0.00%
home/jon/llvm-project/clang/lib/CodeGen/MicrosoftCXXABI.cpp                                                       1245              1245     0.00%         163               163     0.00%        2735              2735     0.00%         890               890     0.00%
home/jon/llvm-project/clang/lib/CodeGen/ModuleBuilder.cpp                                                          148               148     0.00%          35                35     0.00%         207               207     0.00%          88                88     0.00%
home/jon/llvm-project/clang/lib/CodeGen/ObjectFilePCHContainerOperations.cpp                                       151               151     0.00%          21                21     0.00%         248               248     0.00%          94                94     0.00%
home/jon/llvm-project/clang/lib/CodeGen/PatternInit.cpp                                                             26                26     0.00%           1                 1     0.00%          46                46     0.00%          18                18     0.00%
home/jon/llvm-project/clang/lib/CodeGen/SanitizerMetadata.cpp                                                       28                28     0.00%           7                 7     0.00%          67                67     0.00%          20                20     0.00%
home/jon/llvm-project/clang/lib/CodeGen/SwiftCallingConv.cpp                                                       359               359     0.00%          37                37     0.00%         541               541     0.00%         240               240     0.00%
home/jon/llvm-project/clang/lib/CodeGen/TargetInfo.cpp                                                              46                46     0.00%          16                16     0.00%         114               114     0.00%          32                32     0.00%
home/jon/llvm-project/clang/lib/CodeGen/TargetInfo.h                                                                39                39     0.00%          37                37     0.00%          75                75     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/CodeGen/Targets/AArch64.cpp                                                        439               439     0.00%          40                40     0.00%         597               597     0.00%         342               342     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/AMDGPU.cpp                                                         271               271     0.00%          27                27     0.00%         427               427     0.00%         224               224     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/ARC.cpp                                                             75                75     0.00%           9                 9     0.00%          85                85     0.00%          50                50     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/ARM.cpp                                                            443               443     0.00%          37                37     0.00%         504               504     0.00%         360               360     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/AVR.cpp                                                             61                61     0.00%           8                 8     0.00%          65                65     0.00%          44                44     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/BPF.cpp                                                             44                44     0.00%           6                 6     0.00%          52                52     0.00%          28                28     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/CSKY.cpp                                                            85                85     0.00%           7                 7     0.00%          82                82     0.00%          60                60     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/Hexagon.cpp                                                        129               129     0.00%          13                13     0.00%         247               247     0.00%          84                84     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/Lanai.cpp                                                           66                66     0.00%           7                 7     0.00%          86                86     0.00%          42                42     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/LoongArch.cpp                                                      276               276     0.00%          11                11     0.00%         282               282     0.00%         216               216     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/M68k.cpp                                                             8                 8     0.00%           3                 3     0.00%          16                16     0.00%           4                 4     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/MSP430.cpp                                                          28                28     0.00%           9                 9     0.00%          42                42     0.00%          14                14     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/Mips.cpp                                                           226               226     0.00%          16                16     0.00%         244               244     0.00%         174               174     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/NVPTX.cpp                                                          173               173     0.00%          19                19     0.00%         211               211     0.00%         128               128     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/PNaCl.cpp                                                           50                50     0.00%           7                 7     0.00%          46                46     0.00%          30                30     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/PPC.cpp                                                            479               479     0.00%          44                44     0.00%         597               597     0.00%         358               358     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/RISCV.cpp                                                          314               314     0.00%          13                13     0.00%         344               344     0.00%         242               242     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/SPIR.cpp                                                           348               348     0.00%          16                16     0.00%         114               114     0.00%         142               142     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/Sparc.cpp                                                          120               120     0.00%          23                23     0.00%         210               210     0.00%          88                88     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/SystemZ.cpp                                                        252               252     0.00%          16                16     0.00%         344               344     0.00%         216               216     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/TCE.cpp                                                             16                16     0.00%           3                 3     0.00%          37                37     0.00%          10                10     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/VE.cpp                                                              26                26     0.00%           7                 7     0.00%          29                29     0.00%          14                14     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/WebAssembly.cpp                                                     68                68     0.00%          10                10     0.00%          95                95     0.00%          50                50     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/X86.cpp                                                           1691              1691     0.00%         103               103     0.00%        1934              1934     0.00%        1358              1358     0.00%
home/jon/llvm-project/clang/lib/CodeGen/Targets/XCore.cpp                                                          243               243     0.00%          24                24     0.00%         388               388     0.00%         188               188     0.00%
home/jon/llvm-project/clang/lib/CodeGen/VarBypassDetector.cpp                                                       86                86     0.00%           5                 5     0.00%         113               113     0.00%          68                68     0.00%
home/jon/llvm-project/clang/lib/CodeGen/VarBypassDetector.h                                                          3                 3     0.00%           1                 1     0.00%           3                 3     0.00%           4                 4     0.00%
home/jon/llvm-project/clang/lib/CrossTU/CrossTranslationUnit.cpp                                                   311               311     0.00%          43                43     0.00%         517               517     0.00%         224               224     0.00%
home/jon/llvm-project/clang/lib/Driver/Action.cpp                                                                  236               236     0.00%          73                73     0.00%         275               275     0.00%         138               138     0.00%
home/jon/llvm-project/clang/lib/Driver/Compilation.cpp                                                             128               128     0.00%          13                13     0.00%         179               179     0.00%         102               102     0.00%
home/jon/llvm-project/clang/lib/Driver/Distro.cpp                                                                   94                94     0.00%           5                 5     0.00%         172               172     0.00%          82                82     0.00%
home/jon/llvm-project/clang/lib/Driver/Driver.cpp                                                                 3472              3472     0.00%         150               150     0.00%        4710              4710     0.00%        2958              2958     0.00%
home/jon/llvm-project/clang/lib/Driver/DriverOptions.cpp                                                             3                 3     0.00%           2                 2     0.00%           5                 5     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/Driver/Job.cpp                                                                     166               166     0.00%          20                20     0.00%         311               311     0.00%         126               126     0.00%
home/jon/llvm-project/clang/lib/Driver/Multilib.cpp                                                                103               103     0.00%          23                23     0.00%         178               178     0.00%          66                66     0.00%
home/jon/llvm-project/clang/lib/Driver/MultilibBuilder.cpp                                                          60                60     0.00%          19                19     0.00%         134               134     0.00%          30                30     0.00%
home/jon/llvm-project/clang/lib/Driver/OptionUtils.cpp                                                               9                 9     0.00%           3                 3     0.00%          17                17     0.00%           6                 6     0.00%
home/jon/llvm-project/clang/lib/Driver/Phases.cpp                                                                   10                10     0.00%           1                 1     0.00%          12                12     0.00%          16                16     0.00%
home/jon/llvm-project/clang/lib/Driver/SanitizerArgs.cpp                                                           927               927     0.00%          24                24     0.00%        1062              1062     0.00%         834               834     0.00%
home/jon/llvm-project/clang/lib/Driver/Tool.cpp                                                                      7                 7     0.00%           3                 3     0.00%           7                 7     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/Driver/ToolChain.cpp                                                               921               921     0.00%         102               102     0.00%        1146              1146     0.00%         724               724     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/AIX.cpp                                                          252               252     0.00%          20                20     0.00%         416               416     0.00%         220               220     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/AIX.h                                                             14                14     0.00%          12                12     0.00%          18                18     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/Driver/ToolChains/AMDGPU.cpp                                                       479               479     0.00%          35                35     0.00%         819               819     0.00%         398               398     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/AMDGPU.h                                                          15                15     0.00%          13                13     0.00%          21                21     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/Driver/ToolChains/AMDGPUOpenMP.cpp                                                  48                48     0.00%          10                10     0.00%          94                94     0.00%          32                32     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/AMDGPUOpenMP.h                                                     1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/Driver/ToolChains/AVR.cpp                                                          118               118     0.00%          11                11     0.00%         178               178     0.00%          90                90     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/AVR.h                                                              7                 7     0.00%           5                 5     0.00%           5                 5     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/Driver/ToolChains/Arch/AArch64.cpp                                                 275               275     0.00%           9                 9     0.00%         305               305     0.00%         232               232     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/Arch/ARM.cpp                                                     600               600     0.00%          31                31     0.00%         765               765     0.00%         550               550     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/Arch/CSKY.cpp                                                     71                71     0.00%           5                 5     0.00%         125               125     0.00%          52                52     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/Arch/LoongArch.cpp                                               131               131     0.00%           4                 4     0.00%         152               152     0.00%         110               110     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/Arch/M68k.cpp                                                     84                84     0.00%           3                 3     0.00%          81                81     0.00%          70                70     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/Arch/Mips.cpp                                                    218               218     0.00%          14                14     0.00%         374               374     0.00%         186               186     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/Arch/PPC.cpp                                                      77                77     0.00%           9                 9     0.00%         130               130     0.00%          62                62     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/Arch/RISCV.cpp                                                   162               162     0.00%           7                 7     0.00%         201               201     0.00%         132               132     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/Arch/Sparc.cpp                                                   134               134     0.00%           4                 4     0.00%         191               191     0.00%         118               118     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/Arch/SystemZ.cpp                                                  38                38     0.00%           3                 3     0.00%          49                49     0.00%          28                28     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/Arch/VE.cpp                                                        4                 4     0.00%           1                 1     0.00%           6                 6     0.00%           2                 2     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/Arch/X86.cpp                                                     171               171     0.00%           2                 2     0.00%         215               215     0.00%         142               142     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/BareMetal.cpp                                                    206               206     0.00%          22                22     0.00%         354               354     0.00%         184               184     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/BareMetal.h                                                       20                20     0.00%          18                18     0.00%          24                24     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/Driver/ToolChains/CSKYToolChain.cpp                                                 54                54     0.00%          10                10     0.00%         132               132     0.00%          34                34     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/CSKYToolChain.h                                                    4                 4     0.00%           3                 3     0.00%           3                 3     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/Driver/ToolChains/Clang.cpp                                                       4619              4619     0.00%         114               114     0.00%        6801              6801     0.00%        4330              4330     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/Clang.h                                                           20                20     0.00%          15                15     0.00%          15                15     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/Driver/ToolChains/CommonArgs.cpp                                                  1453              1453     0.00%          81                81     0.00%        1971              1971     0.00%        1444              1444     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/CrossWindows.cpp                                                 104               104     0.00%          14                14     0.00%         207               207     0.00%          98                98     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/CrossWindows.h                                                     8                 8     0.00%           6                 6     0.00%           8                 8     0.00%           0                 0         -
home/jon/llvm-project/clang/lib/Driver/ToolChains/Cuda.cpp                                                         609               609     0.00%          39                39     0.00%         747               747     0.00%         452               452     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/Cuda.h                                                            29                29     0.00%          23                23     0.00%          32                32     0.00%           2                 2     0.00%
home/jon/llvm-project/clang/lib/Driver/ToolChains/Darwin.cpp                                                      1797              1797     0.00%         126               126     0.00%        2534              2534     0.00%        1530              1530     0.00%
